Pubchem_ID,taste_cluster,MolecularWeight,ConnectivitySMILES,XLogP,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,AtomStereoCount,BondStereoCount,Volume3D,EffectiveRotorCount3D
18698,1,156.22,CCCCC1CCCC(=O)O1,2.4,26.3,132.0,0.0,0.0,2.0,3.0,11.0,1.0,0.0,131.0,4.0
10722,1,120.15,CC1=CC=CC=C1C=O,2.1,17.1,98.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,102.8,1.0
5282725,4,170.25,CCCCCCC=CCC(=O)O,3.4,37.3,139.0,0.0,1.0,2.0,7.0,12.0,0.0,1.0,149.2,7.0
81894,7,206.28,CCCC(=O)OCCCC1=CC=CC=C1,3.4,26.3,171.0,0.0,0.0,2.0,7.0,15.0,0.0,0.0,176.1,7.0
36822,0,134.18,C1CCC2=NC=CN=C2C1,0.9,25.8,99.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,108.0,0.8
8833,3,198.30,CC(CCCC(=C)C)CCOC(=O)C,4.1,26.3,185.0,0.0,0.0,2.0,8.0,14.0,1.0,0.0,174.3,8.0
35408,7,228.37,CCCCCCCCCC(=O)OCCCC,5.4,26.3,155.0,0.0,0.0,2.0,12.0,16.0,0.0,0.0,203.3,12.0
71586960,4,184.27,CCCCCC=CCCOC(=O)C,3.5,26.3,150.0,0.0,0.0,2.0,8.0,13.0,0.0,1.0,161.8,8.0
8027,1,67.09,C1=CNC=C1,0.7,15.8,22.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,58.2,0.0
97785,2,178.23,CC(C1OCCO1)C2=CC=CC=C2,2.2,18.5,146.0,0.0,0.0,2.0,2.0,13.0,1.0,0.0,145.0,3.0
66678,1,147.22,CC1=CC2=C(C=C1)NCCC2,2.7,12.0,133.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,122.6,0.8
35821,3,194.31,CC1=CCCC(C1CCC(=O)C)(C)C,2.8,17.1,248.0,0.0,0.0,1.0,3.0,14.0,1.0,0.0,168.2,3.8
88168807,7,200.32,CC(C)CCCOC(=O)CCC(C)C,3.8,26.3,150.0,0.0,0.0,2.0,8.0,14.0,0.0,0.0,176.5,8.0
67116,1,180.20,CCOC1=C(C=C(C=C1)C=O)OC,1.7,35.5,158.0,0.0,0.0,3.0,4.0,13.0,0.0,0.0,145.1,4.0
8791,6,290.4,CCCCCCCCCCCC(=O)OCC1=CC=CC=C1,6.8,26.3,244.0,0.0,0.0,2.0,13.0,21.0,0.0,0.0,254.8,13.0
6434067,4,128.17,CCCC=CCC(=O)O,1.7,37.3,105.0,0.0,1.0,2.0,4.0,9.0,0.0,1.0,109.5,4.0
5362622,4,142.20,CCC=CCC(=O)OCC,1.9,26.3,116.0,0.0,0.0,2.0,5.0,10.0,0.0,1.0,123.5,5.0
61953,7,194.31,CC1CCC2(O1)C(=CCCC2(C)C)C,3.0,9.2,264.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,163.9,1.4
9473,1,194.18,CC(=O)OCC1=CC2=C(C=C1)OCO2,1.6,44.8,216.0,0.0,0.0,4.0,3.0,14.0,0.0,0.0,147.5,3.6
20219,3,184.27,CCCCCCCC(=O)OCC=C,3.8,26.3,141.0,0.0,0.0,2.0,9.0,13.0,0.0,0.0,162.7,9.0
86751,0,158.28,CCC(C)CCCC(C)(C)O,3.3,20.2,97.0,0.0,1.0,1.0,5.0,11.0,1.0,0.0,143.2,5.0
11191,0,86.13,CCOCC=C,1.1,9.2,32.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,79.2,3.0
62362,0,268.31,COC1=C(C=CC(=C1)CC=C)OC(=O)C2=CC=CC=C2,4.4,35.5,320.0,0.0,0.0,3.0,6.0,20.0,0.0,0.0,217.6,6.0
112553,4,168.23,CCC=CCCC1CCC(=O)O1,2.4,26.3,173.0,0.0,0.0,2.0,4.0,12.0,1.0,1.0,143.5,4.8
595928,0,164.20,CC1COC(O1)C2=CC=CC=C2,1.8,18.5,141.0,0.0,0.0,2.0,1.0,12.0,2.0,0.0,133.8,2.0
231325,3,152.19,CCCCC(=O)C1=CC=CO1,1.9,30.2,132.0,0.0,0.0,2.0,4.0,11.0,0.0,0.0,127.6,4.0
637563,1,148.20,CC=CC1=CC=C(C=C1)OC,3.3,9.2,121.0,0.0,0.0,1.0,2.0,11.0,0.0,1.0,129.6,2.0
78236,4,142.24,CCCCCC(=O)CCC,2.8,17.1,86.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,130.0,6.0
6538156,0,208.34,CC(CCC=C(C)CCC=C(C)C)C=O,4.4,17.1,232.0,0.0,0.0,1.0,7.0,15.0,1.0,1.0,189.3,7.0
6999928,6,144.21,CCCCCC(C)C(=O)O,2.9,37.3,99.0,0.0,1.0,2.0,5.0,10.0,1.0,0.0,124.8,5.0
7708,3,136.15,C1=CC=C(C=C1)COC=O,1.6,26.3,95.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,111.7,3.0
448996,7,140.22,CCCCCC(=O)C=CC,2.7,17.1,114.0,0.0,0.0,1.0,5.0,10.0,0.0,1.0,127.9,5.0
19603,2,166.26,CCCCCCCC1=CC=CO1,4.7,13.1,101.0,0.0,0.0,1.0,6.0,12.0,0.0,0.0,147.8,6.0
112491,3,172.26,CC(CCCC(C)(C)OC)C=O,1.8,26.3,130.0,0.0,0.0,2.0,6.0,12.0,1.0,0.0,149.5,6.0
19844,1,182.17,COC1=C(C=CC(=C1)C(=O)OC)O,1.8,55.8,180.0,0.0,1.0,4.0,3.0,13.0,0.0,0.0,140.4,3.0
284,0,46.025,C(=O)O,-0.2,37.3,10.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,34.6,0.0
61942,0,166.22,CC(=C1CCC2(C(C1=O)O2)C)C,1.8,29.6,274.0,0.0,0.0,2.0,0.0,12.0,2.0,0.0,135.5,0.6
22311,0,136.23,CC1=CCC(CC1)C(=C)C,3.4,0.0,163.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,122.9,1.8
79187,3,270.5,CCCCCCCCC(=O)OCCCCCCCC,7.1,26.3,190.0,0.0,0.0,2.0,15.0,19.0,0.0,0.0,241.2,15.0
41923,6,266.5,CCCCCCCCCCCCCCCC=CC=O,8.0,17.1,196.0,0.0,0.0,1.0,15.0,19.0,0.0,1.0,245.6,15.0
93375,2,138.21,CC1C=C(CCC1C=O)C,1.4,17.1,158.0,0.0,0.0,1.0,1.0,10.0,2.0,0.0,118.1,1.8
101950342,2,302.5,CCCCOC(CC(C)CCCC(C)(C)O)OCCCC,4.9,38.7,219.0,0.0,1.0,3.0,14.0,21.0,1.0,0.0,263.4,14.0
25068,3,242.40,CCCCCCCCCCCC(=O)OC(C)C,6.1,26.3,176.0,0.0,0.0,2.0,12.0,17.0,0.0,0.0,216.2,12.0
61151,0,166.17,COC1=CC=CC=C1C(=O)OC,2.0,35.5,156.0,0.0,0.0,3.0,3.0,12.0,0.0,0.0,131.9,3.0
6433214,0,180.24,CCCCC=C1C(=C(C(=O)O1)C)C,2.9,26.3,272.0,0.0,0.0,2.0,3.0,13.0,0.0,1.0,153.3,3.2
75364,0,212.37,CCCCCCCCCCCCC(=O)C,5.7,17.1,140.0,0.0,0.0,1.0,11.0,15.0,0.0,0.0,195.3,11.0
84556,3,178.23,CCCC(=O)OC1=CC=C(C=C1)C,2.9,26.3,157.0,0.0,0.0,2.0,4.0,13.0,0.0,0.0,148.9,4.0
53428368,6,254.5,CCC(C)CCCCCCCCCCCCC=O,7.3,17.1,165.0,0.0,0.0,1.0,14.0,18.0,1.0,0.0,232.1,14.0
7829,3,230.30,COC(=O)CCCCCCCCC(=O)OC,3.0,52.6,179.0,0.0,0.0,4.0,11.0,16.0,0.0,0.0,192.4,11.0
74351,2,184.23,CC1=CC=C(C=C1)OC2=CC=CC=C2,4.6,9.2,153.0,0.0,0.0,1.0,2.0,14.0,0.0,0.0,155.6,2.0
105516,0,206.28,CC(C)(C)C(=O)OCCC1=CC=CC=C1,3.7,26.3,197.0,0.0,0.0,2.0,5.0,15.0,0.0,0.0,174.1,5.0
25238,1,282.3,COC1=C(C=CC(=C1)CC=C)OC(=O)CC2=CC=CC=C2,4.1,35.5,333.0,0.0,0.0,3.0,7.0,21.0,0.0,0.0,229.7,7.0
101834904,2,272.5,CCCCCCOC(CCCC)OCCCCCC,6.6,18.5,145.0,0.0,0.0,2.0,15.0,19.0,0.0,0.0,244.4,15.0
10322,1,152.15,C1OC2=C(O1)C=C(C=C2)CO,1.1,38.7,137.0,0.0,1.0,3.0,1.0,11.0,0.0,0.0,115.2,1.6
61010,1,164.20,C1=CC=C(C=C1)CCCOC=O,2.9,26.3,117.0,0.0,0.0,2.0,5.0,12.0,0.0,0.0,137.4,5.0
6441593,3,226.35,CCCCCCCCCC=CCOC(=O)C,5.2,26.3,185.0,0.0,0.0,2.0,11.0,16.0,0.0,1.0,201.4,11.0
61048,4,178.23,CC(C)COC(=O)C1=CC=CC=C1,3.6,26.3,157.0,0.0,0.0,2.0,4.0,13.0,0.0,0.0,149.8,4.0
105179,1,166.22,CCOCC1=CC=CC=C1OC,2.0,18.5,114.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,139.6,4.0
7194,0,226.27,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,4.0,26.3,225.0,0.0,0.0,2.0,5.0,17.0,0.0,0.0,187.8,5.0
5319706,6,292.5,CCC=CCC=CCC=CCCCCCCCC(=O)OC,6.2,26.3,314.0,0.0,0.0,2.0,14.0,21.0,0.0,3.0,260.8,14.0
5365069,4,184.27,CCC=CCCOC(=O)C(C)CC,3.3,26.3,161.0,0.0,0.0,2.0,7.0,13.0,1.0,1.0,161.0,7.0
156273,2,144.21,CCCCC1OCC(O1)C,2.1,18.5,93.0,0.0,0.0,2.0,3.0,10.0,2.0,0.0,121.2,4.0
31408,0,166.26,CC1(C2CC=C(C1C2)CCO)C,2.1,20.2,215.0,0.0,1.0,1.0,2.0,12.0,2.0,0.0,140.4,2.6
102967,4,116.16,CC1C(OC(O1)C)C,1.1,18.5,72.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,95.1,1.0
7119,1,158.20,COC1=CC2=CC=CC=C2C=C1,3.5,9.2,144.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,132.7,1.0
19137,3,206.24,CC(=O)CCC1=CC=C(C=C1)OC(=O)C,1.7,43.4,227.0,0.0,0.0,3.0,5.0,15.0,0.0,0.0,167.8,5.0
520911,1,112.13,CC1=CC=C(O1)CO,0.5,33.4,72.0,0.0,1.0,2.0,1.0,8.0,0.0,0.0,91.1,1.0
12507,0,134.17,COC1=CC=C(C=C1)C=C,3.1,9.2,101.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,116.1,2.0
61319,3,114.14,CCC(=O)OCC=C,1.2,26.3,86.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,97.9,4.0
6430180,0,182.30,CCCCCCCC=CCCC=O,4.1,17.1,127.0,0.0,0.0,1.0,9.0,13.0,0.0,1.0,166.5,9.0
5338463,1,210.31,CC1COC(O1)C=C(C)CCC=C(C)C,3.6,18.5,249.0,0.0,0.0,2.0,4.0,15.0,2.0,1.0,181.4,5.0
2724159,0,150.22,CC(=C)C1CCC(=CC1)C=O,2.6,17.1,201.0,0.0,0.0,1.0,2.0,11.0,1.0,0.0,129.6,2.8
66356,3,158.24,CCCCC(=O)OCC(C)C,2.8,26.3,108.0,0.0,0.0,2.0,6.0,11.0,0.0,0.0,138.0,6.0
5283337,4,140.22,CCCCC=CCCC=O,2.5,17.1,94.0,0.0,0.0,1.0,6.0,10.0,0.0,1.0,128.4,6.0
14296,0,136.19,CC1=C(N=C(C(=N1)C)C)C,1.3,25.8,87.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,114.8,0.0
14614417,0,184.32,CC(CCC=C(C)C)CC(C)(C)O,3.8,20.2,164.0,0.0,1.0,1.0,5.0,13.0,1.0,0.0,167.2,5.0
12741,0,156.26,CCCCCCCCC(=O)C,3.7,17.1,97.0,0.0,0.0,1.0,7.0,11.0,0.0,0.0,143.1,7.0
7463,0,134.22,CC1=CC=C(C=C1)C(C)C,4.1,0.0,86.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,116.8,1.0
9015,1,124.14,COC1=CC=C(C=C1)O,1.3,29.5,75.0,0.0,1.0,2.0,1.0,9.0,0.0,0.0,100.6,1.0
70418333,2,230.39,CCCCCC(OCC(C)C)OCC(C)C,5.1,18.5,132.0,0.0,0.0,2.0,10.0,16.0,0.0,0.0,204.5,10.0
13663,0,170.21,CC(=O)C1=CC=CC2=CC=CC=C21,2.9,17.1,197.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,143.6,1.0
1616260,0,192.30,CC=CC(=O)C1=C(CCCC1(C)C)C,3.5,17.1,292.0,0.0,0.0,1.0,2.0,14.0,0.0,1.0,166.1,2.8
11265,3,100.16,CCC(=O)C(C)C,1.5,17.1,64.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,90.8,2.0
226902,3,172.26,CCCC(C)C(=O)OCC(C)C,3.4,26.3,130.0,0.0,0.0,2.0,6.0,12.0,1.0,0.0,150.4,6.0
5144,0,162.18,C=CCC1=CC2=C(C=C1)OCO2,3.0,18.5,167.0,0.0,0.0,2.0,2.0,12.0,0.0,0.0,130.9,2.6
61260,2,123.15,CCC(=O)C1=CC=CN1,1.4,32.9,111.0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,102.7,2.0
14475,6,144.21,CCCCCC(C)C(=O)O,2.9,37.3,99.0,0.0,1.0,2.0,5.0,10.0,1.0,0.0,123.9,5.0
61035,0,212.33,CC(=O)OCCCCCCCCCC=C,4.5,26.3,164.0,0.0,0.0,2.0,11.0,15.0,0.0,0.0,188.8,11.0
5463840,0,180.20,C1=CC=C(C=C1)C=C(C(CO)O)O,0.5,60.7,171.0,0.0,3.0,3.0,3.0,13.0,1.0,1.0,144.4,3.0
5283339,6,138.21,CCCCC=CC=CC=O,2.7,17.1,123.0,0.0,0.0,1.0,5.0,10.0,0.0,2.0,126.4,5.0
98403,0,210.36,CC(CCCC(C)C=O)CCC=C(C)C,5.0,17.1,190.0,0.0,0.0,1.0,8.0,15.0,2.0,0.0,191.6,8.0
62447,2,168.28,CCCCCCCCC=CC=O,4.2,17.1,116.0,0.0,0.0,1.0,8.0,12.0,0.0,1.0,154.7,8.0
5352539,4,170.25,CCC=CCCOC(=O)C(C)C,2.9,26.3,148.0,0.0,0.0,2.0,6.0,12.0,0.0,1.0,148.0,6.0
20508,0,128.21,C1CCC(CC1)CCO,2.6,20.2,65.0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,109.8,3.2
61346,0,126.20,CCCCCC(=O)C=C,2.4,17.1,94.0,0.0,0.0,1.0,5.0,9.0,0.0,0.0,115.1,5.0
11635,0,254.5,CCCCCCCCCCCCCCCCCC,9.3,0.0,112.0,0.0,0.0,0.0,15.0,18.0,0.0,0.0,241.9,15.0
5281553,0,136.23,CC(=CCC=C(C)C=C)C,4.3,0.0,155.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,129.1,3.0
149211,0,224.38,CCCCCCCCCCCCC=CC=O,6.4,17.1,161.0,0.0,0.0,1.0,12.0,16.0,0.0,1.0,206.7,12.0
62007,7,216.23,CCOC(=O)C1=C(OC=C1)C2=CC=CC=C2,2.9,39.4,233.0,0.0,0.0,3.0,4.0,16.0,0.0,0.0,174.2,4.0
6557,0,68.12,CC(=C)C=C,2.5,0.0,51.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,68.5,1.0
9025,1,138.16,COC1=CC(=CC=C1)OC,2.2,18.5,83.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,113.4,2.0
8792,3,206.28,CC(C)CC(=O)OCCC1=CC=CC=C1,3.6,26.3,181.0,0.0,0.0,2.0,6.0,15.0,0.0,0.0,174.7,6.0
5368785,0,154.25,CC(=CCCC(C)(C)O)C=C,2.9,20.2,154.0,0.0,1.0,1.0,4.0,11.0,0.0,1.0,139.5,4.0
985,5,256.42,CCCCCCCCCCCCCCCC(=O)O,6.4,37.3,178.0,0.0,1.0,2.0,14.0,18.0,0.0,0.0,229.5,14.0
169818,2,142.24,CC(CCCC(=C)C)CO,3.0,20.2,96.0,0.0,1.0,1.0,5.0,10.0,1.0,0.0,128.8,5.0
12206,4,116.16,CCCCC(=O)OC,2.0,26.3,68.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,99.8,4.0
7646,3,178.23,CC(C)C(=O)OCC1=CC=CC=C1,3.0,26.3,157.0,0.0,0.0,2.0,4.0,13.0,0.0,0.0,150.2,4.0
579336,1,196.33,CC1=C(C(CCC1)(C)C)CCC(C)O,3.2,20.2,225.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,170.2,3.8
3018362,1,263.37,CCCCCCCCCOC(=O)C1=CC=CC=C1N,6.2,52.3,243.0,0.0,1.0,3.0,10.0,19.0,0.0,0.0,222.6,10.0
736172,1,198.17,COC1=C(C=CC(=C1)C(C(=O)O)O)O,-0.2,87.0,205.0,0.0,3.0,5.0,3.0,14.0,1.0,0.0,147.0,3.0
5320250,1,136.23,CC(=CCC=C(C)C=C)C,4.3,0.0,155.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,129.0,3.0
5369044,2,170.25,CCOC(C=CC=CC)OCC,2.3,18.5,133.0,0.0,0.0,2.0,6.0,12.0,0.0,2.0,149.3,6.0
100495,7,207.27,CCCCCOC(=O)C1=CC=CC=C1N,4.0,52.3,194.0,0.0,1.0,3.0,6.0,15.0,0.0,0.0,171.1,6.0
8194,1,184.32,CCCCCCCCCCCC=O,4.9,17.1,99.0,0.0,0.0,1.0,10.0,13.0,0.0,0.0,169.3,10.0
225856,0,222.24,CC1C(OC(O1)C2=CC3=C(C=C2)OCO3)C,2.0,36.9,247.0,0.0,0.0,4.0,1.0,16.0,2.0,0.0,168.5,2.6
6442642,6,150.22,CCC=CCC=CC=CC=O,2.6,17.1,164.0,0.0,0.0,1.0,5.0,11.0,0.0,3.0,136.8,5.0
6989,1,150.22,CC1=CC(=C(C=C1)C(C)C)O,3.3,20.2,120.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,129.8,1.0
442348,1,204.35,CC1CCC2C13CC=C(C(C3)C2(C)C)C,4.6,0.0,323.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,171.5,1.2
62490,7,190.28,C1CC(OC1)CCCC2=CC=CC=C2,3.3,9.2,149.0,0.0,0.0,1.0,4.0,14.0,1.0,0.0,164.1,5.0
11230,1,154.25,CC1=CCC(CC1)(C(C)C)O,2.2,20.2,170.0,0.0,1.0,1.0,1.0,11.0,1.0,0.0,131.4,1.8
10698,0,136.19,CC1=CC(=C(C(=C1)C)O)C,2.7,20.2,99.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,118.0,0.0
8299,1,74.08,CC(=O)CO,-0.7,37.3,40.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,60.6,1.0
75469,1,194.27,CCOC(C1=CC=C(C=C1)C)OCC,2.7,18.5,133.0,0.0,0.0,2.0,5.0,14.0,0.0,0.0,164.8,5.0
66751,0,234.33,CCCCCCCCOC(=O)C1=CC=CC=C1,5.7,26.3,195.0,0.0,0.0,2.0,9.0,17.0,0.0,0.0,201.8,9.0
102578,7,196.29,CC1=CC(C(CC1)C(C)C)OC(=O)C,2.7,26.3,241.0,0.0,0.0,2.0,3.0,14.0,2.0,0.0,163.3,3.8
68128,1,204.35,CC1=CCC(CC1)C(=C)CCC=C(C)C,5.2,0.0,274.0,0.0,0.0,0.0,4.0,15.0,1.0,0.0,185.7,4.8
8222,0,282.5,CCCCCCCCCCCCCCCCCCCC,10.4,0.0,132.0,0.0,0.0,0.0,17.0,20.0,0.0,0.0,,
7771,0,122.16,CC1=CC(=C(C=C1)O)C,2.3,20.2,90.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,104.8,0.0
91508,1,152.23,CC1(C2CC1C3(C(C2)O3)C)C,2.1,12.5,221.0,0.0,0.0,1.0,0.0,11.0,4.0,0.0,125.3,0.8
8834,7,212.33,CCC(=O)OCCC(C)CCC=C(C)C,4.2,26.3,203.0,0.0,0.0,2.0,8.0,15.0,1.0,0.0,186.2,8.0
53427962,2,202.33,CCC(C)COC(C)OCCC(C)C,3.8,18.5,123.0,0.0,0.0,2.0,8.0,14.0,2.0,0.0,178.4,8.0
9007,1,124.14,COC1=CC=CC(=C1)O,1.6,29.5,83.0,0.0,1.0,2.0,1.0,9.0,0.0,0.0,100.3,1.0
61665,0,152.23,CC(=C)C1CCC(O1)(C)C=C,2.7,9.2,183.0,0.0,0.0,1.0,2.0,11.0,2.0,0.0,133.3,3.0
562667,0,262.4,CCCCCCCCCOC(=O)CC1=CC=CC=C1,5.9,26.3,219.0,0.0,0.0,2.0,11.0,19.0,0.0,0.0,228.2,11.0
102507,0,200.32,CC(CCC=C(C)C)CC(OC)OC,3.7,18.5,156.0,0.0,0.0,2.0,7.0,14.0,1.0,0.0,175.2,7.0
674,0,45.08,CNC,-0.2,12.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,43.2,0.0
5323650,7,126.15,CC=CC=CC(=O)OC,1.6,26.3,134.0,0.0,0.0,2.0,3.0,9.0,0.0,2.0,108.9,3.0
880,0,72.06,CC(=O)C=O,-0.4,34.1,55.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,58.8,1.0
10797,1,82.10,CC1=CC=CO1,1.8,13.1,43.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,70.7,0.0
79098,0,132.16,COC1CCC(O1)OC,0.6,27.7,74.0,0.0,0.0,3.0,2.0,9.0,2.0,0.0,103.7,3.0
6435903,2,198.30,CC=CCCCCCCCC(=O)OC,3.9,26.3,162.0,0.0,0.0,2.0,9.0,14.0,0.0,1.0,175.6,9.0
146679297,2,202.33,CCOC(CC(C)C)OCCC(C)C,3.8,18.5,121.0,0.0,0.0,2.0,8.0,14.0,1.0,0.0,178.9,8.0
20083,2,130.23,CCCCCCC(C)O,2.9,20.2,52.0,0.0,1.0,1.0,5.0,9.0,1.0,0.0,118.9,5.0
14234,7,238.37,CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C,4.8,26.3,273.0,0.0,0.0,2.0,8.0,17.0,2.0,0.0,208.7,8.0
10402,2,170.25,CC(CCC=C(C)C)CC(=O)O,3.0,37.3,167.0,0.0,1.0,2.0,5.0,12.0,1.0,0.0,147.6,5.0
5283468,1,356.5,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O,6.5,66.8,315.0,0.0,2.0,4.0,19.0,25.0,1.0,1.0,,
53422473,4,216.36,CCCCCCOC(C)OCCC(C)C,4.5,18.5,124.0,0.0,0.0,2.0,10.0,15.0,1.0,0.0,192.2,10.0
8452,0,84.12,C1CCC(=O)C1,0.4,17.1,58.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,72.7,0.8
5364789,7,156.22,CCCCOC(=O)C(=CC)C,3.1,26.3,148.0,0.0,0.0,2.0,5.0,11.0,0.0,1.0,136.1,5.0
30220,2,132.20,CCCOC(C)OCC,1.4,18.5,54.0,0.0,0.0,2.0,5.0,9.0,1.0,0.0,114.4,5.0
6436486,4,144.21,CCCC=CC(OC)OC,1.9,18.5,85.0,0.0,0.0,2.0,5.0,10.0,0.0,1.0,125.5,5.0
7633,4,206.28,CC(=O)OC(C)(C)CCC1=CC=CC=C1,3.0,26.3,203.0,0.0,0.0,2.0,5.0,15.0,0.0,0.0,172.6,5.0
12738086,0,310.5,CCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C,7.7,26.3,298.0,0.0,0.0,2.0,11.0,22.0,3.0,0.0,269.2,12.2
18686,3,156.22,CCOC(=O)C1CCCCC1,2.6,26.3,126.0,0.0,0.0,2.0,3.0,11.0,0.0,0.0,129.1,4.2
7590,1,164.20,CCOC(=O)CC1=CC=CC=C1,2.3,26.3,137.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,137.5,4.0
16833,4,214.34,CCCCCCCCCC(=O)OC(C)C,5.0,26.3,153.0,0.0,0.0,2.0,10.0,15.0,0.0,0.0,190.0,10.0
61403,2,208.30,CCCOC(C)OCCC1=CC=CC=C1,3.3,18.5,141.0,0.0,0.0,2.0,7.0,15.0,1.0,0.0,177.9,7.0
638011,3,152.23,CC(=CCCC(=CC=O)C)C,3.0,17.1,171.0,0.0,0.0,1.0,4.0,11.0,0.0,1.0,138.6,4.0
6433507,3,246.34,CCCCCC(C=CC1=CC=CC=C1)OC(=O)C,4.6,26.3,252.0,0.0,0.0,2.0,8.0,18.0,1.0,1.0,211.9,8.0
11716,2,72.11,CC(C=C)O,0.6,20.2,32.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,65.3,1.0
6433322,1,182.26,CC(=CCCC(=CC(C=O)O)C)C,2.6,37.3,210.0,0.0,1.0,2.0,5.0,13.0,1.0,1.0,158.9,5.0
79735,7,210.23,CCC(=O)C1=CC(=C(C(=C1)OC)O)OC,0.7,55.8,203.0,0.0,1.0,4.0,4.0,15.0,0.0,0.0,165.1,4.0
1491,5,154.12,C1=CC(=C(C=C1O)O)C(=O)O,1.6,77.8,157.0,0.0,3.0,4.0,1.0,11.0,0.0,0.0,112.8,1.0
568501,4,160.25,CCC(C)C(OCC)OCC,2.5,18.5,77.0,0.0,0.0,2.0,6.0,11.0,1.0,0.0,139.2,6.0
9024,3,192.25,CC(=O)OC(C)(C)CC1=CC=CC=C1,2.7,26.3,190.0,0.0,0.0,2.0,4.0,14.0,0.0,0.0,159.7,4.0
557222,2,196.24,CCCCCC(=O)OCC1=CC=CO1,2.6,39.4,168.0,0.0,0.0,3.0,7.0,14.0,0.0,0.0,162.8,7.0
140045938,4,284.5,CCCCCCOC(C=CCCC)OCCCCCC,6.6,18.5,188.0,0.0,0.0,2.0,15.0,20.0,0.0,1.0,255.7,15.0
7865,0,60.05,COC=O,0.0,26.3,18.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,48.0,1.0
73114,5,308.5,CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C,4.9,40.5,429.0,0.0,2.0,2.0,4.0,22.0,5.0,0.0,257.3,5.6
6429690,1,192.25,CCOC1=C(C=C(C=C1)CC=C)OC,2.9,18.5,168.0,0.0,0.0,2.0,5.0,14.0,0.0,0.0,162.4,5.0
8454,0,85.15,CN1CCCC1,0.9,3.2,37.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,76.8,1.0
5363291,2,170.21,CCC=CCCOC(=O)C(=O)C,1.8,43.4,182.0,0.0,0.0,3.0,6.0,12.0,0.0,1.0,141.4,6.0
525,5,134.09,C(C(C(=O)O)O)C(=O)O,-1.3,94.8,129.0,0.0,3.0,5.0,3.0,9.0,1.0,0.0,94.4,3.0
53424389,0,166.17,CC=CC(=O)OCC1=CC=CO1,1.5,39.4,175.0,0.0,0.0,3.0,4.0,12.0,0.0,1.0,134.8,4.0
85438801,0,188.26,CCCC=C(CC1=CC=CC=C1)C=O,3.5,17.1,187.0,0.0,0.0,1.0,5.0,14.0,0.0,1.0,165.3,5.0
14525,1,152.23,CC1(C2CCC(C2)(C1=O)C)C,2.3,17.1,217.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,130.2,0.8
8187,6,168.28,C=CCCCCCCCCC=O,3.8,17.1,108.0,0.0,0.0,1.0,9.0,12.0,0.0,0.0,154.1,9.0
61743,3,170.25,C=CCCCCCCCC(=O)O,3.3,37.3,130.0,0.0,1.0,2.0,8.0,12.0,0.0,0.0,149.5,8.0
