Pubchem_ID,taste_cluster,SMILES
7829,3,COC(=O)CCCCCCCCC(=O)OC
74351,2,CC1=CC=C(C=C1)OC2=CC=CC=C2
105516,0,CC(C)(C)C(=O)OCCC1=CC=CC=C1
25238,1,COC1=C(C=CC(=C1)CC=C)OC(=O)CC2=CC=CC=C2
101834904,2,CCCCCCOC(CCCC)OCCCCCC
10322,1,C1OC2=C(O1)C=C(C=C2)CO
61010,1,C1=CC=C(C=C1)CCCOC=O
6441593,3,CCCCCCCCCC=CCOC(=O)C
61048,4,CC(C)COC(=O)C1=CC=CC=C1
105179,1,CCOCC1=CC=CC=C1OC
7194,0,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2
5319706,6,CCC=CCC=CCC=CCCCCCCCC(=O)OC
5365069,4,CCC=CCCOC(=O)C(C)CC
156273,2,CCCCC1OCC(O1)C
31408,0,CC1(C2CC=C(C1C2)CCO)C
102967,4,CC1C(OC(O1)C)C
7119,1,COC1=CC2=CC=CC=C2C=C1
19137,3,CC(=O)CCC1=CC=C(C=C1)OC(=O)C
520911,1,CC1=CC=C(O1)CO
12507,0,COC1=CC=C(C=C1)C=C
61319,3,CCC(=O)OCC=C
6430180,0,CCCCCCCC=CCCC=O
5338463,1,CC1COC(O1)C=C(C)CCC=C(C)C
2724159,0,CC(=C)C1CCC(=CC1)C=O
66356,3,CCCCC(=O)OCC(C)C
5283337,4,CCCCC=CCCC=O
14296,0,CC1=C(N=C(C(=N1)C)C)C
14614417,0,CC(CCC=C(C)C)CC(C)(C)O
12741,0,CCCCCCCCC(=O)C
7463,0,CC1=CC=C(C=C1)C(C)C
9015,1,COC1=CC=C(C=C1)O
70418333,2,CCCCCC(OCC(C)C)OCC(C)C
13663,0,CC(=O)C1=CC=CC2=CC=CC=C21
1616260,0,CC=CC(=O)C1=C(CCCC1(C)C)C
11265,3,CCC(=O)C(C)C
226902,3,CCCC(C)C(=O)OCC(C)C
5144,0,C=CCC1=CC2=C(C=C1)OCO2
61260,2,CCC(=O)C1=CC=CN1
14475,6,CCCCCC(C)C(=O)O
61035,0,CC(=O)OCCCCCCCCCC=C
5463840,0,C1=CC=C(C=C1)C=C(C(CO)O)O
5283339,6,CCCCC=CC=CC=O
98403,0,CC(CCCC(C)C=O)CCC=C(C)C
62447,2,CCCCCCCCC=CC=O
5352539,4,CCC=CCCOC(=O)C(C)C
20508,0,C1CCC(CC1)CCO
61346,0,CCCCCC(=O)C=C
11635,0,CCCCCCCCCCCCCCCCCC
5281553,0,CC(=CCC=C(C)C=C)C
149211,0,CCCCCCCCCCCCC=CC=O
62007,7,CCOC(=O)C1=C(OC=C1)C2=CC=CC=C2
6557,0,CC(=C)C=C
9025,1,COC1=CC(=CC=C1)OC
8792,3,CC(C)CC(=O)OCCC1=CC=CC=C1
5368785,0,CC(=CCCC(C)(C)O)C=C
985,5,CCCCCCCCCCCCCCCC(=O)O
169818,2,CC(CCCC(=C)C)CO
12206,4,CCCCC(=O)OC
7646,3,CC(C)C(=O)OCC1=CC=CC=C1
579336,1,CC1=C(C(CCC1)(C)C)CCC(C)O
3018362,1,CCCCCCCCCOC(=O)C1=CC=CC=C1N
736172,1,COC1=C(C=CC(=C1)C(C(=O)O)O)O
5320250,1,CC(=CCC=C(C)C=C)C
5369044,2,CCOC(C=CC=CC)OCC
100495,7,CCCCCOC(=O)C1=CC=CC=C1N
8194,1,CCCCCCCCCCCC=O
225856,0,CC1C(OC(O1)C2=CC3=C(C=C2)OCO3)C
6442642,6,CCC=CCC=CC=CC=O
6989,1,CC1=CC(=C(C=C1)C(C)C)O
442348,1,CC1CCC2C13CC=C(C(C3)C2(C)C)C
62490,7,C1CC(OC1)CCCC2=CC=CC=C2
11230,1,CC1=CCC(CC1)(C(C)C)O
10698,0,CC1=CC(=C(C(=C1)C)O)C
8299,1,CC(=O)CO
75469,1,CCOC(C1=CC=C(C=C1)C)OCC
66751,0,CCCCCCCCOC(=O)C1=CC=CC=C1
102578,7,CC1=CC(C(CC1)C(C)C)OC(=O)C
68128,1,CC1=CCC(CC1)C(=C)CCC=C(C)C
8222,0,CCCCCCCCCCCCCCCCCCCC
7771,0,CC1=CC(=C(C=C1)O)C
91508,1,CC1(C2CC1C3(C(C2)O3)C)C
8834,7,CCC(=O)OCCC(C)CCC=C(C)C
53427962,2,CCC(C)COC(C)OCCC(C)C
9007,1,COC1=CC=CC(=C1)O
61665,0,CC(=C)C1CCC(O1)(C)C=C
562667,0,CCCCCCCCCOC(=O)CC1=CC=CC=C1
102507,0,CC(CCC=C(C)C)CC(OC)OC
674,0,CNC
5323650,7,CC=CC=CC(=O)OC
880,0,CC(=O)C=O
10797,1,CC1=CC=CO1
79098,0,COC1CCC(O1)OC
6435903,2,CC=CCCCCCCCC(=O)OC
146679297,2,CCOC(CC(C)C)OCCC(C)C
20083,2,CCCCCCC(C)O
14234,7,CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C
10402,2,CC(CCC=C(C)C)CC(=O)O
5283468,1,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O
53422473,4,CCCCCCOC(C)OCCC(C)C
8452,0,C1CCC(=O)C1
5364789,7,CCCCOC(=O)C(=CC)C
30220,2,CCCOC(C)OCC
6436486,4,CCCC=CC(OC)OC
7633,4,CC(=O)OC(C)(C)CCC1=CC=CC=C1
12738086,0,CCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C
18686,3,CCOC(=O)C1CCCCC1
7590,1,CCOC(=O)CC1=CC=CC=C1
16833,4,CCCCCCCCCC(=O)OC(C)C
61403,2,CCCOC(C)OCCC1=CC=CC=C1
638011,3,CC(=CCCC(=CC=O)C)C
6433507,3,CCCCCC(C=CC1=CC=CC=C1)OC(=O)C
11716,2,CC(C=C)O
6433322,1,CC(=CCCC(=CC(C=O)O)C)C
79735,7,CCC(=O)C1=CC(=C(C(=C1)OC)O)OC
1491,5,C1=CC(=C(C=C1O)O)C(=O)O
568501,4,CCC(C)C(OCC)OCC
9024,3,CC(=O)OC(C)(C)CC1=CC=CC=C1
557222,2,CCCCCC(=O)OCC1=CC=CO1
140045938,4,CCCCCCOC(C=CCCC)OCCCCCC
7865,0,COC=O
73114,5,CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C
6429690,1,CCOC1=C(C=C(C=C1)CC=C)OC
8454,0,CN1CCCC1
5363291,2,CCC=CCCOC(=O)C(=O)C
525,5,C(C(C(=O)O)O)C(=O)O
53424389,0,CC=CC(=O)OCC1=CC=CO1
85438801,0,CCCC=C(CC1=CC=CC=C1)C=O
14525,1,CC1(C2CCC(C2)(C1=O)C)C
8187,6,C=CCCCCCCCCC=O
61743,3,C=CCCCCCCCC(=O)O
62477,4,CCOC(C=C)OCC
83453,2,CC(C)CC(OCC(C)C)OCC(C)C
5273467,7,CC(C)CCOC(=O)C=CC1=CC=CC=C1
89464,4,CCCC(CC(=O)OCC)OC(=O)C
6436502,4,CC=C(C)COC(=O)C
62835,0,CC1C(=C(C(=O)O1)O)C
94217,0,CC(=C)C1CCC(C(C1)O)(C)O
110664,7,CC1=CC=C2C(CCCC2(O1)C)(C)C
8050,3,CCCCCCCCCC(=O)OC
53953985,1,C1=CC=C(C=C1)C=C(C=O)C2=CC=CO2
6435882,4,CCC=CCCOC(=O)CC=CCC
62876,2,CCCCOC(C)OCCC1=CC=CC=C1
5463909,1,CC=CC1=CC(=C(C=C1)OC=O)OC
5362581,7,CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C
10957,3,CC(C)COC=O
61209,0,CC1CCC(=O)C1=O
11527,0,CCCCCC(CC)O
7761,4,CCOC(=O)CC(=O)OCC
5352461,4,CCCC=CCOC(=O)CCC
3084426,4,CC(=O)OC(C)(C)C=C
510370,4,CC=CCCO
243,0,C1=CC=C(C=C1)C(=O)O
7793,4,CC(CCC=C(C)C)CCO
5363289,3,CCCCCCCCC=CCCCCCCCCOC(=O)C
14249069,1,CCC(=O)C(C)(C(=O)OCC)O
15302,3,CCC(=O)COC(=O)C
87813,2,CCCCCCCCC(OC)OC
2839799,2,CC1COC(O1)CC(C)CCC=C(C)C
70797,2,CCCCCCC1=CC=CC=N1
439263,0,CC1CCC(C(C1)O)C(C)C
7392,0,CC(C)(C)C1CCC(=O)CC1
62328,7,CCC(=O)OC(C)(C)C1CCC(=CC1)C
62332,1,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O
86799,1,CCCCCC1COCCC1OC(=O)C
100031,0,CC(=C)C1CC2C(O2)(C(=O)C1)C
6651,0,CC1(CCC(CC1)C(C)(C)O)O
24020,4,CCC(C)C(=O)OCC
31234,0,C1=CC=C(C=C1)CCCO
75427,2,CC(CCC=C(C)C)CC=O
61746,7,CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N
94349,1,CC1CCC2=C(C(=O)OC2C1)C
62661,0,CC(C)CC(CC1=CC=CC=C1)O
95016,0,CCCOC(=O)C1=CC=CC=C1N
31265,3,CCCCCC(=O)OCC
6436439,0,CCC=CCCC1(CCC(=O)O1)C
5363229,3,CCCCC=CC(=O)C
7469,3,CC(=O)C1=CC=C(C=C1)O
8738,1,CCCCOC(=O)C(C)O
20748,7,COC(=O)C1CCCCC1
64685,0,CC1(C2CCC1(C(C2)O)C)C
17166,2,CCCCCCC=CC=O
77907,2,CCCC1=CC=CO1
6437473,0,CCCC=CCOC(=O)C1=CC=CC=C1O
101285,1,C1OC2=C(O1)C=C(C=C2)COC=O
6435834,1,CCCCCC(=CC1=CC=CC=C1)COC=O
205,1,CC(C(C(=O)O)N)O
82493,0,CC(C)CC(CC(C)C)OC(=O)C
5280435,0,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C
17016,0,CC1=C(C(=C(C=C1)C)O)C
247573,3,CC(=O)OC1CC2CCC1(C2(C)C)C
93896,1,CCCCCCCCC(=O)OCCC1=CC=CC=C1
6997350,0,CCCCC(CC)CCC(=O)O
5366044,1,CC(=CCCC(=CCOC(=O)CC1=CC=CC=C1)C)C
5273464,1,CC(C)OC(=O)C=CC1=CC=CC=C1
98323,0,CC1CCOC1=O
122941,0,CCOC1=NC=CN=C1C
61935,3,CC1=CC2=CC(=O)CCC2CC1
5352557,4,CCC=CCCOC(=O)C
121694,2,CCC1=C(OC(=N1)C)C
228548,1,CC(=O)CC(OC)OC
61005,3,CC(C)C(=O)OCCOC1=CC=CC=C1
74901,3,CCCCC(=O)OCCC(C)C
522771,1,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2N
5355851,0,CC(C)C(=O)OCC=CC1=CC=CC=C1
117549,3,CCCCCC1=CCCC1=O
100990,7,CC(C)C1=CC=C(C=C1)COC(=O)C
101834900,2,CCCCCCOC(CCCCC)OCC
1550890,1,C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2
12729,4,CCOC(=O)CCCCCCCCC=C
3022986,3,CCCCCC(C=C)OC(=O)C(C)C
12587,0,CC(C)CCC(=O)O
5429,5,CN1C=NC2=C1C(=O)NC(=O)N2C
80354,3,CCCCCCCCCCCCOC(=O)CC
8133,3,CCCCOCCO
61781,7,CC1=CCC(CC1)C(=C)COC(=O)C
6434541,0,CCC=CCC=CCCO
162458,3,COC(=O)C1=CC=CC=C1NC=O
62348,1,COC1=C(C=CC(=C1)CO)O
8909,7,CCCCOCCCC
670,7,C(C(=O)CO)O
9895,4,CC1=C(C(CCC1)(C)C)C=O
14952082,6,CCCCCCCCCCC(C(=O)OC)OC(=O)C
79406,0,COC1=CC=C(C=C1)CCCO
1183,0,COC1=C(C=CC(=C1)C=O)O
999,1,C1=CC=C(C=C1)CC(=O)O
61016,2,CC(CCC=C(C)C)C=O
92138,1,CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O
5364526,3,CCC(=CCCC(=CC=O)C)C
5284507,2,CC(=CCCC(=CCCC(C)(C=C)O)C)C
8500,7,CC1=CC=C(C=C1)C(=O)C
7758,7,CCC(C)OC(=O)C
91162,4,CCCCCC(C(=O)C)C(=O)OCC
5463875,4,CCCCCC=CCOC(=O)C
14790534,7,CC(=O)C(=O)OCC=C
20797,0,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C
95495,7,CC(C)CCCC(C)CCCC(=O)C
6437300,3,CCCCCCOC(=O)C=CC1=CC=CC=C1
5356896,3,CCCCCCCCOC(=O)C=CC
15606,4,CCCCCCCCC(=O)OC
8201,5,CCCCCCCCCCCCCCCCCC(=O)OC
112030,3,CCOC(=O)C(CC(C)C)O
94886,4,CCCCCCC1OC(C(O1)C)C
20858,3,CCC(OCC)OCC
19964037,0,CCC(OC)OCC
20224800,1,CCC(C)CCCCCCC=O
13774146,4,CCCCC=CCC=O
35960,0,COC1=CC(=CC(=C1O)OC)C=C
5352836,4,CCCC=CCCCO
161960,0,CCCCC1COCC(C1OC(=O)C)C
15717,7,C=CCOC(=O)CC1=CC=CC=C1
5352813,4,CCC=CCC(C)OC(=O)C
101023,3,CC(C)C(=O)OC(C)(C)CC1=CC=CC=C1
118782,4,CC(=O)CCCCCCC=C
5373729,3,CC1=C(C(CCC1)(C)C)C=CC(C)O
5702619,3,CCCCCC=CCCCO
8122,5,CCCCCCCCCCCCCCCCCC(=O)OCC
8007,0,CCCCN
442384,0,CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O
637520,3,COC(=O)C=CC1=CC=CC=C1
8180,6,CCCCCCCCCCC(=O)O
12072,1,CC1CCC(CC1O)C(=C)C
442343,3,CC1=CCC(CC1)C(C)(CCC=C(C)C)O
60990,1,CC1=CC=C(C=C1)C(C)C=O
964,0,C(C(=O)C(=O)O)O
6435823,7,C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2
66930827,3,CC(=C)C(=O)C(C)(C)C1=CC=CC=C1
5352543,4,CCCCCC(=O)OCCC=CCC
7409,2,CC(C1=CC=CC=C1)O
44630408,2,CCC=CCC=CCCO
7460,0,CC1=CCC(C=C1)C(C)C
5371802,7,CC1=CC=C(C=C1)C=CC=O
3085845,0,CC1=C[N+](=CC(=N1)C)C(=O)C
7895,3,CCCC(=O)C
3023083,4,CCC(C)C(=O)OCC=C
108902,0,CCCCCCCCCC(=O)OCCCCCCC
16670,3,CCCCCCCOC(=O)CC
12329,7,COC(=O)CCCCC(=O)OC
12398,0,CCCCCCCCCCCCCCCCC
7360,3,C1CC(OC1)CO
61155,1,CC(=O)OC1=CC=CC=C1OC
330573,1,CC1=CCC(CC1O)C(=C)C
89559,6,CCCCCC1C=CC(=O)O1
6437137,4,CCCC=CCCOC(=O)C(C)C
139559011,0,C1=CC=C(C=C1)CCCC2=CC=NN2
18280,0,CC(C)C(C)C(C)(C)O
14257,0,CCCCCCCCCCC
519158,6,CCCCCCCC(CC)O
6992244,3,CCCCCC(C=C)O
61125,0,CC1(CC2C1CCC3(CCCC2(C3)O)C)C
24583,0,CCCCCCC(C)C=O
6997333,0,CCCCC(C)CCC(=O)O
138420,3,CCCCOC(=O)C(C)(C)C
11747,6,CCC(=O)C(=O)C
251529,1,CC(=CCCC(C)(C=C)OC(=O)CC1=CC=CC=C1)C
6328581,7,CCOC(=O)CC(=CC(=O)O)C(=O)O
519129,4,CCCC=CC(=O)OCC
5352162,7,CCCC(=O)OCC=C(C)CCC=C(C)C
62752,1,CCC1=C(C(=O)CC1)O
111779,7,CC(C)CC(=O)OCC1=CC=C(C=C1)O
27892,0,CCCCCC(C=C)OC(=O)CCC
91163,3,CCCCCCCCC(C(=O)C)C(=O)OCC
23367,4,CCCCCC(=O)OCC1=CC=CC=C1
62117,0,CC(C)C1=CCC(CC1)C(=O)O
19089,2,COCCC1=CC=CC=C1
54531251,4,CCCCCCCCCC=CC(=O)OC
4837,0,C1CNCCN1
5362720,0,CCC=CCCCCC=O
16324,4,CCCC(=O)OCC=C
5365136,4,CCCCCCCC(=O)OCC=CCCC
11543,0,CCCC(C)(C)O
12053,2,CC(C)(C1=CC=CC=C1)O
61834,0,CCCCCCCC1CC=CC(=O)O1
140045945,2,CCCCCCOC(C)OCCCC
121677,0,CC1=CC2=C(C=C1)C(CC=C2)(C)C
78435,0,CC1=CC(=C(C(=C1C(=O)OC)O)C)O
86733,3,CC1COC(O1)CC(C)C
85071,4,CC(C)C(=O)OCC=C
94608,7,CCCC(=O)OC(C)C1CCCCC1
5283349,6,CCCCCC=CC=CC=O
61814,1,CC1=CC(=C(C=C1)C=O)C
5356596,7,CCCCCCCC=CC(=O)O
221393,3,C1CCC(CC1)CCOC=O
118199,3,CCOC(=O)C1C(=CC=CC1(C)C)C
164623,3,CCC(C)C(C(=O)O)O
3085610,0,CCCC(=O)OC(C)(C(=O)C)OC(=O)CCC
5366049,0,CC=CC(=O)OC1CC(CCC1C(C)C)C
101834902,4,CCCCCCOC(C)OCC1=CC=CC=C1
8052,4,CC(C)CCOC=O
549676,3,CCCCC(C(=O)OC)O
1549778,4,CC(=CCCC(=CCCC(=O)C)C)C
551316,7,CCCC(=O)OCC1CCCO1
96204,2,CCCCCCCCCC=CC(=O)O
110740,7,CCCCC(C)OC(=O)C
7129,0,CCOC1=CC2=CC=CC=C2C=C1
71349956,3,CCCCCC=CO
61052,0,CCC(=O)OCCCC1=CC=CC=C1
5364920,4,CCC=CCO
15076,5,CCCCCCCCCCCCCCCCCO
7343,0,CCOC(=O)C(=C)C
69702,0,C1CCC(CC1)CCC(=O)O
521326,4,CCCCCCCCOC(=O)CCCCCC
18027,6,CCCCCCCCCCCCCCCC(=O)C
208861,3,CCCCCC(=O)OCC=CC
5283363,2,CCCCCCCCCCC=CC=O
5282108,0,CC1=CCCC(C1C=CC(=O)C)(C)C
119838,0,CC1=C(C(=O)C(CO1)O)O
8181,1,CCCCCCCCCCCCCCCC(=O)OC
95978,3,CCCCCOC(=O)CC(C)C
521321,3,CC(C)COC(=O)C(C)(C)C
98118,0,CC(CCCC(C)(C)O)CC=NC1=CC=CC=C1C(=O)OC
6435869,2,CCC=CCCCC=O
79457,3,CC(C)COC(=O)CCCCCCCCC=C
6434513,0,CC(=CCCC(=CCCC(C)(C=C)OC(=O)C)C)C
107152,1,CC1CCC(CC2=C1CCC2C)C(=C)C
86834,7,COC(=O)C1C(O1)C2=CC=CC=C2
102861,3,CCCCCC1C(CCC1=O)CC(=O)OC
69410,7,CC(=O)OCCCCOC(=O)C
22182954,4,CC(C)CCCCOC(=O)C
61448,3,CCC(CC)COC(=O)C
3102,0,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
23037164,2,CC(C)C=NCC1=CC=CO1
146679225,2,CCOC(C(C)C)OCC(C)C
175220,1,CCCCCCCOCC(=O)CO
62539,0,CCC(=O)C(=O)CC
129,3,CC(C)CCC=O
93046,0,CC1(C2CCC3(C1C2)CO3)C
118210,4,CCC(C)COC=O
5367412,2,CCCCCC=CC=CC=C
68481,1,CC(=O)C1=CC=CC=C1OC
5282184,6,CCCCCC=CCC=CCCCCCCCC(=O)OCC
62572,3,CCOC(=O)CC(C)O
8163,3,CCCCCCCCCC(=O)C
24197,3,CCOC(=O)CC(C(=O)OCC)O
24510,3,C1CCC(CC1)OC(=O)C2=CC=CC=C2N
83268,0,CC(C)CCCC(C)(C)O
83466,2,CCOCCOCCC(C)C
6429310,1,CC1C(=O)C=CO1
93838,3,CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C
520583,4,CCCCCCC=COC(=O)C
8082,0,C1CCNCC1
5355855,2,CC(C)CC(=O)OCC=CC1=CC=CC=C1
4133,1,COC(=O)C1=CC=CC=C1O
1550884,1,CCCCCCC(=CC1=CC=CC=C1)C=O
529500,4,CCCC=CC(=O)OCC(C)C
5283335,6,CCCCCCC=CC=O
79582,3,CCCCCCCC(=O)OCC(C)C
10817,0,CC1=CC=C(C=C1)C(C)O
8723,0,CCC(C)CO
125207,6,C=CCCCCCCCCCC(=O)O
97707,0,CCCCCC1C(CC(=O)O1)C
3022280,0,CCCCC(CC)C(=O)OCCC1=CC=CC=C1
5355856,7,CCCC(=O)OCC=C(C)CCC=C(C)C
11593,3,CC(=O)COC(=O)C
6435824,3,CC=CC(=O)OCC(C)C
7601,0,C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2
8021,0,CCNCC
93199,0,CC(=CCCC1=CCC(CC1)C=O)C
16205867,5,CCCCCCCCCCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C
12813,0,CCCCCCC1CCC(=O)O1
26204,0,CC(C)CC(=O)C(=O)C
5362897,3,CCC(=CC)C=O
5283381,0,CCCCCCCCC=CCCCCCCCC=O
228987,2,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O
460,1,COC1=CC=CC=C1O
34645,2,CC1CCC(C(=O)C1)C(=C)C
12041,7,CCOC(=O)C(=O)C
524369,3,CCCCCOC(=O)CC(=O)OCCCCC
12497,0,CCC(=O)OC1=CC=CC=C1
6429195,1,CC1(C2CC=C(C1C2)COC=O)C
5352972,4,CCCC=CCOC=O
129821760,4,CCCCCC(=O)OC=CC(=C)C
11286864,2,CCCCCC=CCCCC(=O)O
68289,0,C1OC2=C(O1)C=C(C=C2)O
60999,1,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2
123385408,4,CCCCCCCC=CC(=O)OCC(C)C
6430804,7,CCCCCOC(=O)C(=CC)C
5366077,0,CC=CC(=O)C1C(=CCCC1(C)C)C
521238,2,CCCCCC(CC)OC(=O)C
100240,2,CCCOC1=NC(=CN=C1)C
12105,1,CC1=CC(=CC=C1)C=O
14928,0,CCCCCCCCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O
3022477,6,CCCCCCCCCCCCCC(=O)OCC(C)CC
7938,0,CC1=CN=CC(=N1)C
7755,0,CCC(C)CC(=O)O
61988,0,CCN1C=CC=C1C(=O)C
61041,0,CC1=C(C(CC=C1)(C)C)C=O
521300,0,CCC(=O)CO
529770,7,CC(=O)CCC(=O)OCC=C
8209,6,CCCCCCCCCCCCCCO
650,0,CC(=O)C(=O)C
702,1,CCO
61014,1,C1CCCCCC(=O)OCCOC(=O)CCCCC1
537615,4,CCCCC(CC)OC(=O)C
226920,3,CCCCCCOC(=O)C(C)CCC
7981,3,CCCCOC(=O)CC(C)C
62098,1,CC(=O)CCC1=CC2=C(C=C1)OCO2
5356697,2,C=CC=CC=O
5283328,4,CC=CCCCCC=O
641423,7,C=CCOC(=O)C=CC1=CC=CC=C1
89560,1,CCCCCCC(C=C)O
81263,1,CC(CCCC(=C)C)CCO
7953,2,CC1=CC(=NC(=C1)C)C
66026407,2,CCCCCCCC1(CC1)C(=O)O
61633,0,CC1CC(=O)C(=O)C1C
5365992,3,CCCCCC(=O)OCC=C(C)CCC=C(C)C
6570,1,CC(=O)C=C
53649670,2,CCCCC=COC(=O)C1=CC=CC=C1
5356261,7,CCCCCC(=O)OCC=CC1=CC=CC=C1
106729,4,CC(C)CCOCC(=O)OCC=C
11137872,3,CCCCC(C(=O)OC)OC(=O)C
11525,0,CC1CCC(=O)CC1
2998,5,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
90960,0,CC(CC(=O)O)CC(C)(C)C
7662,7,CC(C)C(=O)OCCCC1=CC=CC=C1
6433790,0,CCCC=CC=CCCCO
27866,2,CC1CCOC(C1)C=C(C)C
113514,0,CC1CC(CO1)(C)C2=CC=CC=C2
13594,2,C1CC=CC(=O)C1
62336,2,CC(C1=CC=CC=C1)C(OC)OC
6616,1,CC1(C2CCC(C2)C1=C)C
110747,2,CC(C)CCCC(C)CC=O
238307,2,CCCCCC1=CN=CC=C1
30748,6,CCCCCCCC=CC=CC=O
11622,0,CCCCCCCCCCCC(=O)C
7678,4,CC(=O)CC1=CC=CC=C1
15600,0,CCCCCCCCCC
79409,1,CC1(COC(OC1)(C)C2=CC=CC=C2)C
15538,3,CC(=O)CC(=O)OC(C)(C)C
1146,0,CN(C)C
5367762,4,CCCOC(=O)C(=CC)C
5354280,0,CCOC1=C(C=C(C=C1)C=CC)O
7772,7,CCC(=O)OCCC(C)C
92821,1,CCCOC(=O)C(C)O
447466,0,CC=CC=O
10465,5,CCCCCCCCCCCCCCCCC(=O)O
5312887,0,CCCCCCCCCCC(=O)C(=O)O
26049,1,CC1=CCC2C(C1)C2(C)C
69956,3,CC(C)CCOC(=O)CCC(=O)OCCC(C)C
7966,0,C1CCC(CC1)O
5283366,2,CCCCCCCCCCCC=CC=O
4564493,1,CC1=C(C(=O)CO1)O
5634,6,C=CCCCCCCCCC(=O)O
530818,0,CC1=CC=CC=C1OC(=O)CC2=CC=CC=C2
6436336,0,CCCCCC=CC=CC(=O)OC
21885377,1,C=CCCCC1CCCC(=O)O1
43045,3,CC1CCC(C(C1)OC(=O)CC(=O)C)C(C)C
79049,3,CCC(C)OC=O
88332,0,CC1=CCCC(C1=O)(C)C
8658,1,COC1=CC=CC=C1C=O
39914,0,CCCCCC1CC=CC(=O)O1
6140,0,C1=CC=C(C=C1)CC(C(=O)O)N
121738,7,CCCCCCCCCC(=O)OCC(C)C
68470,0,CC(=O)N1C=CC2=CC=CC=C21
5463933,6,CCCCCC=CCCC=CC=O
520455,4,CCCCCCCCOC(=O)C(C)CC
24835,1,COC1=C(C=CC(=C1)CC=C)OC=O
16299,1,CCCCCOC(=O)C1=CC=CC=C1O
6436311,1,CCC=C(C)C(=O)OCC
11039,3,CC(C)C(=O)OC
118146,2,CC(C)C1=CC=C(C=C1)C(C)C=O
49988,3,CCCC(=O)OCCC(C)CCCC(C)C
5352459,4,CCCC=CCOC(=O)C(C)CC
7060,0,CC1=NC2=CC=CC=C2C=C1
24433,7,CCCCOC(=O)C1=CC=CC=C1N
8193,0,CCCCCCCCCCCCO
10874,2,CCCCC1=CN=CC=C1
113204,0,COCC1=NC=CN=C1
517863,1,CCCCCCCCCOC(=O)C(C)C
151986522,2,CCCCCCOC(CCCCC)OCCCC
5282709,4,CCCCC=CC(=O)O
10408,1,CC(C)CCCC(C)CCCC(C)CCCC(=O)C
8038,3,CC(C)COC(=O)C
101599349,2,CCCCCC(OCC)OCCC(C)C
5283356,1,CCCCCCCCC=CC=O
243691,6,CCCCCCCCCCCCOC(=O)C(C)C
66967,5,CCCCCCCCCCCCCCCC(=O)OCC(C)C
5364759,6,CCCCCCC=CCCCCCCCC(=O)OCC
5363526,0,CC=C(C)C1CCC(O1)(C)C
8158,6,CCCCCCCCC(=O)O
8048,1,CCCCCCCCCC(=O)OCC
931,0,C1=CC=C2C=CC=CC2=C1
61085,7,CC(C)C(=O)OCCC(C)CCCC(=C)C
5365589,4,CC=CCCCO
8138,3,COC(=O)CCCCCCCCC=C
119831,0,CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O
11567,0,CC1CCCC(=O)C1
519382,3,CC1=C(C(CCC1)(C)C)CCC(=O)C
6365451,4,CCCCCCC=CCOC(=O)C
6544,1,CC1=CC(=O)CC(C1)(C)C
643731,2,CCC=CCCC=CC=O
19838,3,CCOC(=O)C(C)(C)C
1549018,3,CCC=CCC1=C(CCC1=O)C
16800,2,CCCCCC1=CC=CC=N1
6970,5,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2O)C(C)C
75320,4,CCCCCCCCCC(=O)OCCC(C)C
5364949,0,CCCCCCCCCCC=CCO
5365910,4,CC(=CCCC(=CC(=O)OC)C)C
148244548,4,CCCC(=O)OC=CC(=C)C
39742,3,CCCCCCCCC(=O)OCCCC
6429333,0,CC=C(C=O)C1=CC=CC=C1
3018383,6,CCCCCCCCCCCCC(OCC)OCC
3486665,1,CCOCC1=CC=CC=C1O
638228,0,CCCCC=CCC
7657,1,C1=CC=C(C=C1)COCC2=CC=CC=C2
61406,3,C=CCOC(=O)CCCCCC1CCCCC1
5283358,6,CCCCCC=CCC=CC=O
3776,0,CC(C)O
